term,Perussuomalaiset freq,Vihreä liitto freq,Vasemmistoliitto freq,Suomen Kristillisdemokraatit (KD) freq,Kansallinen Kokoomus freq,Suomen Sosialidemokraattinen Puolue freq,Suomen Keskusta freq,Kokoomus_score,Perus_score,Keskusta_score,Krist_score,SDP_score,Vasen_score,Vihreä_score
suome,63,76,35,41,73,55,94,0.8286386720081294,0.08996314472703804,0.8614927247509219,0.777711458960073,0.08847671155804748,0.05307204802363841,0.08176709948969185
vient,4,1,0,2,3,1,1,0.7249616353819941,0.8377871673748611,0.2784997570876113,0.7023058208555226,0.2918005738844872,0.241277508949175,0.262485772282353
vetäm,1,0,0,0,1,0,0,0.5653252356515109,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.4706991160842901
talous,22,16,6,11,23,9,26,0.8547111150099699,0.8357570002789387,0.8705893575543175,0.781547716695308,0.05122809490791291,0.03336496139542944,0.06159763456167916
nousu,10,2,2,3,5,4,12,0.09198735788210866,0.8775994103916321,0.9138936864695086,0.0870929222641098,0.0899471783758552,0.04874071958288412,0.025157958295438876
ja,397,616,376,286,454,363,477,0.08975326950329282,0.08189333868972515,0.8241033062047052,0.7804466251667252,0.08536027754889097,0.7993253568963096,0.8226317286948115
kokonaisetu,1,0,0,0,1,0,0,0.5653252356515109,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.4706991160842901
huomioitav,2,1,0,0,1,1,2,0.4058778654462053,0.6614058229510424,0.6459919867121564,0.352976367862582,0.5,0.3480274546425687,0.3918413233051674
päätöksenteo,9,11,6,7,6,5,3,0.07586950854441327,0.8330503287442461,0.03137368886763309,0.8317890325196399,0.07749070873989955,0.7941789225604123,0.8376462955182419
köyhyyd,1,7,5,1,0,3,0,0.14458509783669565,0.19127474473699108,0.14012776031829932,0.21456876220504661,0.7273258510698202,0.8865827429026165,0.8895508573388893
eriarvoisuud,2,2,5,2,0,7,1,0.11744090962602993,0.1995214059369642,0.1499154878699248,0.6580594722704203,0.93237969956666,0.8719743993512425,0.16955698712075057
syrjäytymis,4,6,3,6,4,6,5,0.09238035618434298,0.10129842517547943,0.1237111203520091,0.8539630363214593,0.8277415682863787,0.08933472932133085,0.11415758665745251
vähentämin,2,3,7,1,2,2,4,0.15976959467588447,0.16955675450085123,0.756511412018485,0.15613298796978708,0.17842983959955655,0.9219677996172129,0.17358296527213118
on,234,215,157,61,264,198,226,0.8487627543069838,0.820108568095189,0.828670970043537,0.03522061853022346,0.8134149597234218,0.08231623464503929,0.07201907214337566
sisällytettäv,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
hallitusohjelm,1,2,0,0,0,2,0,0.39125400802515276,0.5111754072592153,0.3897742061352295,0.39979182645404326,0.7089126871213027,0.3963248500349303,0.6260096047543893
suome vient,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
vient vetäm,1,0,0,0,1,0,0,0.5653252356515109,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.4706991160842901
vetäm talous,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
talous nousu,2,0,0,1,0,0,0,0.4445475431775871,0.7223199003595541,0.4437835904887715,0.585482663157486,0.4467964064774536,0.4471780008683319,0.4418830751746444
nousu ja,2,0,1,0,1,0,1,0.5108096095373836,0.6904273882705895,0.5104752276446047,0.39979182645404326,0.3955939317347692,0.5283003549069333,0.3861334376634987
ja suome,4,2,0,1,3,1,2,0.7166404673020071,0.8278756750098761,0.5975726467007954,0.28886801392598316,0.2705647312677716,0.2226054675319215,0.2870867300473438
suome kokonaisetu,1,0,0,0,1,0,0,0.5653252356515109,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.4706991160842901
kokonaisetu huomioitav,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
huomioitav päätöksenteo,2,0,0,0,0,0,2,0.4175861232784803,0.706897246023056,0.6857309552823783,0.42411802019759914,0.42090498150581407,0.421466107045067,0.4136610678692508
päätöksenteo köyhyyd,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
köyhyyd eriarvoisuud,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
eriarvoisuud ja,1,0,1,0,0,0,0,0.47205054999834195,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.582539194624813,0.4706991160842901
ja syrjäytymis,1,3,0,0,1,0,1,0.5,0.5,0.5,0.37605905921278654,0.37093476975613726,0.371824319619761,0.7286844598503899
syrjäytymis vähentämin,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
vähentämin on,1,0,1,0,1,0,0,0.5428636905705958,0.5441632223352887,0.4437835904887715,0.4489748147580188,0.4467964064774536,0.5612617555749204,0.4418830751746444
on sisällytettäv,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
sisällytettäv hallitusohjelm,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
luono,1,23,8,2,1,0,2,0.022105857137509066,0.02849951164826925,0.03660174766661084,0.0644915336781921,0.01378471325837205,0.8650780916388494,0.9780415183102371
monimuotoisuud,0,4,1,1,0,0,0,0.3656308515556692,0.369903064791711,0.36381417546306066,0.5346909491396489,0.37093476975613726,0.5167687752789842,0.822599468879629
köyhtymin,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
pysäytettäv,0,4,0,2,2,3,2,0.3084462111296636,0.21902653192484167,0.5975726467007954,0.694025595087021,0.7560355029911969,0.2226054675319215,0.7450693974023173
ilmastonmuutoks,0,11,2,0,0,2,1,0.15964622485352414,0.16840665372632835,0.19812979213200543,0.1806506460784228,0.2630709600897674,0.6225800739792455,0.9851504813372225
hillitsemis,0,2,0,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.6715651100659619
tehtäv,7,9,9,2,13,7,5,0.8837277033915518,0.08551962687224118,0.052806694447030456,0.03174255511541396,0.8010726960940107,0.8362499794351872,0.08364683529013489
kaik,28,64,33,18,24,48,24,0.05200124036534148,0.06964593646522649,0.054321786933753946,0.06309454983061286,0.853731910068197,0.8090134051661138,0.8595363812879988
voitav,2,1,0,1,3,3,3,0.7166404673020071,0.6082573174610055,0.7152305154210221,0.28886801392598316,0.7560355029911969,0.2226054675319215,0.24075607414593653
suomi,19,10,10,9,20,13,44,0.0953459070502653,0.09619149996384124,0.9284266351209425,0.059875159061621275,0.07010803504743124,0.05300189789156029,0.02813926204793049
säilytettäv,3,1,1,3,2,0,1,0.6103999239767107,0.7507896078998985,0.30171347278255367,0.855289336383593,0.2593931138414599,0.3165881508605287,0.2855017733427436
elinkelpois,0,2,0,1,0,0,0,0.4445475431775871,0.4463661295507027,0.4437835904887715,0.585482663157486,0.4467964064774536,0.4471780008683319,0.6591964471147131
luono monimuotoisuud,0,4,1,1,0,0,0,0.3656308515556692,0.369903064791711,0.36381417546306066,0.5346909491396489,0.37093476975613726,0.5167687752789842,0.822599468879629
monimuotoisuud köyhtymin,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
köyhtymin on,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
on pysäytettäv,0,3,0,1,1,3,2,0.32454053333861743,0.2783212666791395,0.6173557857488661,0.5,0.784820621643361,0.2813763872424849,0.6803111028314526
pysäytettäv ja,0,2,0,1,0,0,1,0.4175861232784803,0.42026590240395884,0.5238201307920806,0.5652609180745035,0.42090498150581407,0.421466107045067,0.6423714244293404
ja ilmastonmuutoks,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
ilmastonmuutoks hillitsemis,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
hillitsemis on,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
on tehtäv,2,3,3,1,4,4,1,0.7748117416885932,0.21609988318463458,0.1649015243398777,0.19855477560752804,0.8104557183221779,0.7338374817431662,0.22507944392695534
tehtäv kaik,0,1,0,0,0,1,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.574106966331107,0.47338367184447067,0.5415926784348258
kaik voitav,0,1,0,0,0,1,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.574106966331107,0.47338367184447067,0.5415926784348258
voitav suomi,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
suomi on,1,4,0,1,8,1,10,0.9139164881734628,0.09222932337036249,0.9437436269276119,0.11155236708465815,0.09676367364878863,0.06923144938540038,0.15056639855774506
on säilytettäv,2,1,1,0,0,0,0,0.4175861232784803,0.706897246023056,0.41645758004253214,0.42411802019759914,0.42090498150581407,0.5428844659972479,0.5
säilytettäv elinkelpois,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
elinkelpois kaik,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
työttömyysasio,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
asumiskustannuks,0,0,2,0,0,1,0,0.4445475431775871,0.4463661295507027,0.4437835904887715,0.4489748147580188,0.5529157745194367,0.7506381170389059,0.4418830751746444
kohtuullistam,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
siihe,1,1,7,3,4,10,5,0.11391822948068542,0.05094214817872783,0.7772278355059032,0.732779930751883,0.9186022255847849,0.8694178515098705,0.03267385633657627
liitye,0,0,1,0,1,0,0,0.5653252356515109,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.582539194624813,0.4706991160842901
kohtuhintaist,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
työttömyysasio asumiskustannuks,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
asumiskustannuks kohtuullistam,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
kohtuullistam ja,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
ja siihe,0,0,3,1,1,1,0,0.5,0.369903064791711,0.36381417546306066,0.5346909491396489,0.5090684046911392,0.8466613300771555,0.35939087812670323
siihe liitye,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
liitye kohtuhintaist,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
vuokraasunto,0,1,2,0,0,0,0,0.4445475431775871,0.4463661295507027,0.4437835904887715,0.4489748147580188,0.4467964064774536,0.7506381170389059,0.518001113842324
rakentamistavanhustenhoitoaterveyspalvelu,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
vuokraasunto rakentamistavanhustenhoitoaterveyspalvelu,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
joustav,1,3,1,1,8,0,3,0.9656161521347422,0.19127474473699108,0.689500848314905,0.21456876220504661,0.1555893995192893,0.19924875876218878,0.24485511044210023
saatavuuttaomaishoitaj,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
korvaus,0,2,2,0,0,0,0,0.4175861232784803,0.42026590240395884,0.41645758004253214,0.42411802019759914,0.42090498150581407,0.7376036251723959,0.6423714244293404
joustav saatavuuttaomaishoitaj,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
saatavuuttaomaishoitaj korvaus,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
lainvelvoittav,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
pako,0,0,1,0,0,0,1,0.47205054999834195,0.4729733576732623,0.5611447810889078,0.47429352054303964,0.47318972213468247,0.582539194624813,0.4706991160842901
kunnilleyritystoimin,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
järkev,2,0,8,2,6,2,3,0.8627213099339395,0.14357640907325908,0.17307846228004087,0.17570760931459312,0.1519231867691102,0.9291436119987448,0.06341355380937475
lainvelvoittav pako,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
pako kunnilleyritystoimin,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
kunnilleyritystoimin järkev,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
tukemistae,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
niitä,3,6,2,1,3,3,2,0.21458833166702618,0.6885125453585312,0.17593390752712795,0.16936664145189312,0.7110598018487664,0.1962704231919622,0.8221614359274267
palj,3,5,7,1,4,2,0,0.7519965201313625,0.19312970413765757,0.0787077801001303,0.1437661897360788,0.16469601388199617,0.9158786573176427,0.7542528766497626
tukemistae niitä,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
niitä palj,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
kaivatu,1,0,1,0,0,0,0,0.47205054999834195,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.582539194624813,0.4706991160842901
työpaiko,17,16,16,9,26,18,24,0.8565953192150133,0.08281069559180126,0.8454512273107753,0.05932434624204519,0.8107511467369819,0.7996208801232837,0.053090757796083354
oikeast,1,0,2,1,0,0,0,0.4175861232784803,0.5255447649305837,0.41645758004253214,0.5652609180745035,0.42090498150581407,0.7376036251723959,0.4136610678692508
tule,41,40,42,22,39,67,59,0.06946944964588675,0.0807893900883288,0.8453467599503601,0.05888106753650896,0.8636434778871673,0.8068511107719778,0.054261232818306304
lisä,17,38,15,14,42,18,26,0.8820386656974066,0.05763679400810723,0.8182155956136699,0.07007677796936007,0.07163581560472138,0.059406670333516876,0.8330837968241624
kaivatu työpaiko,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
työpaiko oikeast,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
oikeast tule,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
tule lisä,0,1,1,0,1,0,5,0.3769592005396636,0.32244370913065423,0.9242812303324006,0.33059401287598406,0.32382106519903786,0.5,0.362841078540445
kehitysavu,4,0,1,0,0,0,0,0.39125400802515276,0.9132238095895786,0.3897742061352295,0.39979182645404326,0.3955939317347692,0.5283003549069333,0.3861334376634987
muuttam,0,1,2,0,0,1,1,0.39125400802515276,0.3947536289090965,0.5104752276446047,0.39979182645404326,0.520399556062151,0.7223773876934756,0.45744834365775144
vapaaehtois,1,0,1,0,0,0,0,0.47205054999834195,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.582539194624813,0.4706991160842901
nykyist,0,0,1,0,0,1,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.574106966331107,0.582539194624813,0.4706991160842901
kehitysapuraho,1,0,1,0,0,0,0,0.47205054999834195,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.582539194624813,0.4706991160842901
käyttäm,0,0,1,0,0,0,1,0.47205054999834195,0.4729733576732623,0.5611447810889078,0.47429352054303964,0.47318972213468247,0.582539194624813,0.4706991160842901
suomalaist,21,2,3,0,7,2,4,0.8263110957925941,0.9711591643079927,0.06987684444774317,0.013004890613535658,0.04426168978782152,0.06585968624805605,0.02297344876537799
hyvä,13,27,10,14,18,17,15,0.09367164439075049,0.0674114092978167,0.07928950035503551,0.8077140928837256,0.8158315638714846,0.0589997915294983,0.8413993743111694
suome kehitysavu,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
kehitysavu muuttam,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
muuttam vapaaehtois,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
vapaaehtois ja,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
ja nykyist,0,0,1,0,0,1,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.574106966331107,0.582539194624813,0.4706991160842901
nykyist kehitysapuraho,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
kehitysapuraho käyttäm,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
käyttäm suomalaist,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
suomalaist hyvä,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
lähd,1,0,0,2,1,0,1,0.5108096095373836,0.5111754072592153,0.5104752276446047,0.7904589214716171,0.3955939317347692,0.3963248500349303,0.3861334376634987
tekem,1,5,2,6,8,8,12,0.8406872016768505,0.018678945496035826,0.9002371934368432,0.8258950176828372,0.8458014288571949,0.038179958868575115,0.05651568587477551
työtä,25,24,20,10,27,39,31,0.09014045292568945,0.08830477072180587,0.8354557315511923,0.04566700259381429,0.8670491847932718,0.08038335985118011,0.05851005825837996
niin,7,15,10,5,10,8,21,0.07366465022212748,0.05234967618256037,0.8957139716125857,0.05398040897642692,0.07115441326600991,0.8035368968040781,0.0976585001710692
ihmist,13,23,10,5,11,18,20,0.05842545436493801,0.07908870126331718,0.8518201221838613,0.039568521114951294,0.8393000173976946,0.06888918432629793,0.83716495162849
kuin,11,11,7,6,13,6,15,0.8442451748472826,0.810087773866393,0.8629125490762997,0.07489694461877106,0.056804095153041245,0.07019358240336698,0.0725684248891999
ympäristö,1,54,17,3,7,6,3,0.037080624695425335,0.005390717388972122,0.008693150530533988,0.025070406760973163,0.04129940733372428,0.846182173811098,0.9730074873703699
puole,3,9,10,9,11,10,10,0.8361331307735317,0.025587045653148566,0.8238882966833371,0.8285370011209754,0.8253394820095852,0.8275093110202121,0.06401527467072843
huolehtim,0,3,2,2,1,2,0,0.32454053333861743,0.2783212666791395,0.26851036478524737,0.7217173691578129,0.6490386965669367,0.6615162290192731,0.6803111028314526
vars,3,1,0,1,0,1,0,0.3656308515556692,0.8123130768718114,0.36381417546306066,0.5346909491396489,0.5090684046911392,0.371824319619761,0.4230440432027256
siitä,6,7,2,2,4,5,1,0.15295315811946308,0.8402395970585588,0.06424777251151104,0.13053749076090193,0.8192165881520173,0.11213240206710723,0.8239050274518509
lähd tekem,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
tekem työtä,0,0,0,1,1,0,3,0.5108096095373836,0.3947536289090965,0.7965903910148628,0.5484031154078499,0.3955939317347692,0.3963248500349303,0.3861334376634987
työtä niin,0,0,0,1,1,0,0,0.5653252356515109,0.4729733576732623,0.471663263683927,0.6064755040436786,0.47318972213468247,0.47338367184447067,0.4706991160842901
niin ihmist,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
ihmist kuin,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
kuin ympäristö,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
ympäristö puole,0,0,1,1,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.6064755040436786,0.47318972213468247,0.582539194624813,0.4706991160842901
puole ja,1,1,0,1,0,0,0,0.4445475431775871,0.5441632223352887,0.4437835904887715,0.585482663157486,0.4467964064774536,0.4471780008683319,0.518001113842324
ja huolehtim,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
huolehtim vars,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
vars siitä,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
et,22,53,25,18,40,34,46,0.8294082234014567,0.05255476070685744,0.8473464609218635,0.0634042295105191,0.8107511467380226,0.07307533555426099,0.8325482609651736
koko,13,7,5,12,9,4,35,0.05564122071494643,0.805083755536933,0.9481054731208658,0.8249667203503916,0.028419187920480482,0.03738485140456471,0.029305441957829415
lap,7,4,9,1,12,8,20,0.8499988596860442,0.06844119613098198,0.9190256508142156,0.012246043254015515,0.8001416417262672,0.8166424017098417,0.021288643024016285
säilyy,0,1,0,1,0,1,0,0.4445475431775871,0.4463661295507027,0.4437835904887715,0.585482663157486,0.5529157745194367,0.4471780008683319,0.518001113842324
jatko,2,4,6,1,7,5,4,0.8661967761337537,0.08625780265308841,0.13741152251688105,0.07875641954353318,0.8103998671144479,0.8529358270118317,0.10779932651729496
asutu,6,0,0,3,0,1,4,0.19283055775078423,0.9292809663123902,0.8020500195176855,0.8247727672947385,0.25049020850882475,0.20486938975344832,0.1811256751209543
elinvoimais,4,0,0,1,3,1,3,0.7249616353819941,0.8377871673748611,0.7231581520480431,0.31023494293648557,0.2918005738844872,0.241277508949175,0.2191785185149232
et koko,0,0,0,1,0,0,1,0.47205054999834195,0.4729733576732623,0.5611447810889078,0.6064755040436786,0.47318972213468247,0.47338367184447067,0.4706991160842901
koko lap,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
lap säilyy,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
säilyy jatko,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
jatko asutu,0,0,0,1,0,0,1,0.47205054999834195,0.4729733576732623,0.5611447810889078,0.6064755040436786,0.47318972213468247,0.47338367184447067,0.4706991160842901
asutu ja,2,0,0,1,0,0,0,0.4445475431775871,0.7223199003595541,0.4437835904887715,0.585482663157486,0.4467964064774536,0.4471780008683319,0.4418830751746444
ja elinvoimais,1,0,0,1,1,0,0,0.5428636905705958,0.5441632223352887,0.4437835904887715,0.585482663157486,0.4467964064774536,0.4471780008683319,0.4418830751746444
halua,44,109,54,45,56,61,76,0.06949542481297888,0.05687367935628995,0.8315987307835925,0.7856022143747421,0.8059674159010524,0.08712910055466466,0.8463070442258847
edist,23,61,28,23,22,25,28,0.05488853896231921,0.06422022223783747,0.08077419416845705,0.7943994613399908,0.08260461704994254,0.8050418420817622,0.8718283059727251
halua edist,15,30,17,10,16,12,20,0.07492860474660445,0.07536635311811868,0.8285802380070233,0.0710648948934301,0.0668946771551735,0.8119778581066031,0.8493121998419431
työn,12,15,8,7,39,13,18,0.9318606232265307,0.06255493527911121,0.8241440530125566,0.0508816189710925,0.08008118778149292,0.04653472223565441,0.057088551043523006
sosiaaliturv,4,20,7,4,16,5,1,0.9005955781547033,0.038996858119504374,0.0,0.05927662574435599,0.05819392690704167,0.08975956608463348,0.900702138764866
työn ja,2,6,3,1,5,2,4,0.8131257483695782,0.14357640907325908,0.7468370752549053,0.13223525599864572,0.1519231867691102,0.7098773418874187,0.8032231708814228
ja sosiaaliturv,0,3,0,0,2,1,0,0.6611391292301263,0.369903064791711,0.36381417546306066,0.37605905921278654,0.5090684046911392,0.371824319619761,0.7286844598503899
yhteensovittam,0,1,0,1,0,0,1,0.4445475431775871,0.4463661295507027,0.5408521735194494,0.585482663157486,0.4467964064774536,0.4471780008683319,0.518001113842324
saada,20,10,11,10,13,12,25,0.07156195430910589,0.8380294470948941,0.8805715982637521,0.7833415972651157,0.08240384551634339,0.0763381072943024,0.03780602063927685
kirjauks,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
perustulokokeilu,0,4,2,0,0,0,2,0.3167870394122022,0.32244370913065423,0.6352122673113557,0.33059401287598406,0.32382106519903786,0.681784018661883,0.7983223386432885
yhteensovittam ja,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
ja saada,1,1,0,0,0,0,1,0.4445475431775871,0.5441632223352887,0.5408521735194494,0.4489748147580188,0.4467964064774536,0.4471780008683319,0.518001113842324
saada kirjauks,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
kirjauks hallitusohjelm,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
hallitusohjelm perustulokokeilu,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
toteuttamis,0,1,0,0,1,0,1,0.5428636905705958,0.4463661295507027,0.5408521735194494,0.4489748147580188,0.4467964064774536,0.4471780008683319,0.518001113842324
esit,0,1,1,0,0,0,2,0.4175861232784803,0.42026590240395884,0.6857309552823783,0.42411802019759914,0.42090498150581407,0.5428844659972479,0.5
kokeilumaakun,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
keskisuom,3,2,0,1,0,2,5,0.21096926080499123,0.7324249956815743,0.8812392075125559,0.28886801392598316,0.6269085180235259,0.2226054675319215,0.2870867300473438
suomalain,6,1,0,0,2,2,2,0.3084462111296636,0.9380657683917,0.5975726467007954,0.2304913020694429,0.6269085180235259,0.2226054675319215,0.24075607414593653
rakennuskan,0,1,1,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.582539194624813,0.5415926784348258
infrastruktuur,0,2,1,0,0,1,4,0.3167870394122022,0.32244370913065423,0.8587617943257831,0.33059401287598406,0.39015985321277963,0.5,0.5881105223506524
rapistu,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
käsi,1,3,0,0,0,0,0,0.4175861232784803,0.5255447649305837,0.41645758004253214,0.42411802019759914,0.42090498150581407,0.421466107045067,0.7556861636248158
sen,13,14,5,5,16,5,12,0.8709068630942645,0.8295049061507811,0.8319979304162457,0.0594212375932896,0.045268469324581895,0.04659047670564426,0.09959638162746837
korjausvel,0,1,0,1,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.6064755040436786,0.47318972213468247,0.47338367184447067,0.5415926784348258
suuruud,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
arvioitu,0,2,0,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.6715651100659619
3050,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
toteuttamis esit,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
esit kokeilumaakun,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
kokeilumaakun keskisuom,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
keskisuom suomalain,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
suomalain rakennuskan,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
rakennuskan ja,0,1,1,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.582539194624813,0.5415926784348258
