term,Perussuomalaiset freq,Vihreä liitto freq,Vasemmistoliitto freq,Suomen Kristillisdemokraatit (KD) freq,Kansallinen Kokoomus freq,Suomen Sosialidemokraattinen Puolue freq,Suomen Keskusta freq,Kokoomus_score,Perus_score,Keskusta_score,Krist_score,SDP_score,Vasen_score,Vihreä_score
ja sisä,1,0,0,2,0,0,0,0.4445475431775871,0.5441632223352887,0.4437835904887715,0.815781018861329,0.4467964064774536,0.4471780008683319,0.4418830751746444
sisä koko,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
maas täytyy,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
täytyy parant,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
synnytyssairaal,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
synnytyssairaal on,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
säilytettäv koulutuks,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
koulutuks turvaam,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
hyvinvoint kuulu,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
kaik sekä,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
sekä nuore,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
nuore yrittäjyys,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
mielenterveydenhoito,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
lastennuort,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
mielenterveydenhoito lastennuort,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
lastennuort hyvä,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
hyvä yrittäjyys,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
yrittäjyys sen,0,0,0,1,0,0,1,0.47205054999834195,0.4729733576732623,0.5611447810889078,0.6064755040436786,0.47318972213468247,0.47338367184447067,0.4706991160842901
sen avu,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
avu luoda,0,0,0,1,0,0,1,0.47205054999834195,0.4729733576732623,0.5611447810889078,0.6064755040436786,0.47318972213468247,0.47338367184447067,0.4706991160842901
luoda lisä,1,0,0,2,0,0,0,0.4445475431775871,0.5441632223352887,0.4437835904887715,0.815781018861329,0.4467964064774536,0.4471780008683319,0.4418830751746444
työpaiko vähent,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
tuloero eläv,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
eläv maaseutu,0,0,0,1,0,0,0,0.5,0.5,0.5,0.6160383243616233,0.5,0.5,0.5
keskiö on,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
on talous,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
talous taloud,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
taloud suun,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
suun muutos,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
muutos on,1,1,0,0,0,0,0,0.47205054999834195,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.5415926784348258
myös eläkeläis,2,0,0,0,0,0,0,0.47205054999834195,0.7313313765429582,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.4706991160842901
ja saira,1,0,1,0,0,0,0,0.47205054999834195,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.582539194624813,0.4706991160842901
etu yrittämis,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
parannettav merkittäv,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
merkittäv maahanmuuttopolitiik,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
hyödyl,2,0,0,0,0,0,0,0.47205054999834195,0.7313313765429582,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.4706991160842901
haital,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
suome hyödyl,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
hyödyl haital,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
kotim tule,0,0,0,0,0,0,1,0.5,0.5,0.5752361361577524,0.5,0.5,0.5,0.5
lait kunto,0,0,0,0,0,1,1,0.47205054999834195,0.4729733576732623,0.5611447810889078,0.47429352054303964,0.574106966331107,0.47338367184447067,0.4706991160842901
kunto työl,0,0,0,0,0,0,1,0.5,0.5,0.5752361361577524,0.5,0.5,0.5,0.5
yrittäjyyd palvelu,0,0,0,0,0,0,1,0.5,0.5,0.5752361361577524,0.5,0.5,0.5,0.5
palvelu pitä,0,0,0,0,0,1,1,0.47205054999834195,0.4729733576732623,0.5611447810889078,0.47429352054303964,0.574106966331107,0.47338367184447067,0.4706991160842901
kaik asuinpaik,0,0,0,0,0,0,1,0.5,0.5,0.5752361361577524,0.5,0.5,0.5,0.5
riippumat kolman,0,0,0,0,0,0,1,0.5,0.5,0.5752361361577524,0.5,0.5,0.5,0.5
kolman halua,0,0,0,0,0,0,1,0.5,0.5,0.5752361361577524,0.5,0.5,0.5,0.5
edist sitä,0,0,0,0,0,0,1,0.5,0.5,0.5752361361577524,0.5,0.5,0.5,0.5
et kode,0,0,0,0,0,0,1,0.5,0.5,0.5752361361577524,0.5,0.5,0.5,0.5
kode voida,0,0,0,0,0,0,2,0.47205054999834195,0.4729733576732623,0.7050272507918306,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.4706991160842901
voida hyv,1,0,0,0,0,0,2,0.4445475431775871,0.5441632223352887,0.6983688065561081,0.4489748147580188,0.4467964064774536,0.4471780008683319,0.4418830751746444
oikeud politiik,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
keskiö pienem,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
pienem ryhmäko,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
ryhmäko koulu,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
ja päiväkot,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
päiväkot â,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
peruttav,0,0,2,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.7567920727905983,0.4706991160842901
€“ on,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
on peruttav,0,0,2,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.7567920727905983,0.4706991160842901
peruttav lapsilis,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
lapsilis opintotue,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
opintotue ja,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
eläk leikkauks,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
€“ asumis,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
alas on,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
rakennettav kohtuuhintais,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
vuokraasunto â,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
€“ töitä,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
töitä kun,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
onnel,0,1,0,0,0,1,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.574106966331107,0.47338367184447067,0.5415926784348258
ekologisuus,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
koht kestäv,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
kestäv ja,0,1,1,0,0,1,1,0.4175861232784803,0.42026590240395884,0.5238201307920806,0.42411802019759914,0.5347585951217267,0.5428844659972479,0.5
ja onnel,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
onnel yhteiskunt,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
yhteiskunt tasaarvo,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
tasaarvo ihmisoikeud,0,2,0,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.6715651100659619
ihmisoikeud ekologisuus,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
tämänhetkin,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
maailmanpoliitin,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
tiuk,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
edunvalvont,2,0,1,0,1,0,0,0.5247404137376906,0.706897246023056,0.41645758004253214,0.42411802019759914,0.42090498150581407,0.5428844659972479,0.4136610678692508
heikompiosaist,1,0,1,0,0,0,1,0.4445475431775871,0.5441632223352887,0.5408521735194494,0.4489748147580188,0.4467964064774536,0.5612617555749204,0.4418830751746444
vai,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
tämänhetkin talous,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ja maailmanpoliitin,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
maailmanpoliitin tila,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
vaati tiuk,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
tiuk suomalaist,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
suomalaist edunvalvont,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
edunvalvont erityis,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
erityis kan,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
kan huol,1,0,0,0,0,1,0,0.47205054999834195,0.5670297407042129,0.471663263683927,0.47429352054303964,0.574106966331107,0.47338367184447067,0.4706991160842901
huol siitä,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
et pienituloist,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
yhteiskun heikompiosaist,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
heikompiosaist ääni,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ääni tule,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
tule kuuluv,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
kuuluv mih,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
mih sinu,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
sinu veroeuro,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
veroeuro käyte,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
käyte maks,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
maks niil,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
niil suomalaist,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
suomalaist palvelu,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
palvelu vai,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
vai toimi,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
toimi koko,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
koko euroop,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
euroop sosiaalitoimisto,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
työllisyysasio,0,0,0,0,1,1,0,0.5653252356515109,0.4729733576732623,0.471663263683927,0.47429352054303964,0.574106966331107,0.47338367184447067,0.4706991160842901
edist koulutus,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
koulutus varhaiskasvatus,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
varhaiskasvatus ja,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
ja työllisyysasio,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
työllisyysasio myös,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
puolestapuhumin,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
eriarvoistumis ehkäisy,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
sekä kulttuur,0,1,0,0,0,1,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.574106966331107,0.47338367184447067,0.5415926784348258
kulttuur puolestapuhumin,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
puolestapuhumin ova,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
työelämäkysymyst,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
työelämäkysymyst ratkaisu,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
ratkaisu yhdenvertaisuut,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
yhdenvertaisuut kaik,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
kaik eläm,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
eläm osaalue,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
osaalue sekä,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
sekä turvallisuut,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5878686395792576,0.5,0.5
koulutuks voimavar,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
voimavar ja,1,1,0,0,0,0,0,0.47205054999834195,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.5415926784348258
kehittämin turv,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
turv oikeus,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
oikeus terv,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
kokeilu,0,3,1,0,0,0,1,0.39125400802515276,0.3947536289090965,0.5104752276446047,0.39979182645404326,0.3955939317347692,0.5283003549069333,0.7426999167216354
kasvu turvallis,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
turvallis ympäristö,0,1,0,0,0,1,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.574106966331107,0.47338367184447067,0.5415926784348258
ympäristö talous,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
talous tasapaino,1,1,0,1,3,0,0,0.7930146812995504,0.5,0.36381417546306066,0.5346909491396489,0.37093476975613726,0.371824319619761,0.4230440432027256
tasapaino kestäv,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
kestäv keino,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
keino perustulo,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5636666069370107
perustulo kokeilu,0,2,0,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.6715651100659619
tasaarvo tuloero,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
tuloero kaventav,0,0,2,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.7567920727905983,0.4706991160842901
järkev ympäristöpolitiik,0,0,2,0,0,0,0,0.47205054999834195,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.7567920727905983,0.4706991160842901
koulutuskent,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
kansainvälisyyd,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
pohjoismain,1,1,0,0,1,0,0,0.5428636905705958,0.5441632223352887,0.4437835904887715,0.4489748147580188,0.4467964064774536,0.4471780008683319,0.518001113842324
on lap,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
eläv koulutuskent,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
koulutuskent säilytettäv,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
säilytettäv hyöty,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
hyöty lap,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
lap kansainvälisyyd,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
kansainvälisyyd pohjoismain,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
pohjoismain hyvinvointivaltio,0,1,0,0,1,0,0,0.5653252356515109,0.4729733576732623,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.5415926784348258
hyvinvointivaltio säilytettäv,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
säilytettäv työn,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
innovaatio kaut,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
kaut sivistys,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
kulttuur kant,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
eteenp ihmis,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
ihmis henk,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
henk kasvu,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
uskallettav,1,1,0,0,0,1,0,0.4445475431775871,0.5441632223352887,0.4437835904887715,0.4489748147580188,0.5529157745194367,0.4471780008683319,0.518001113842324
lähineuvol,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
on uskallettav,1,1,0,0,0,1,0,0.4445475431775871,0.5441632223352887,0.4437835904887715,0.4489748147580188,0.5529157745194367,0.4471780008683319,0.518001113842324
uskallettav puutu,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
puutu ajo,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ajo sil,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
sil ennaltaehkäisy,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ennaltaehkäisy kannat,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
kannat perh,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
tuettav lähineuvol,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
lähineuvol on,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
rauhoit,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ykkösnyrk,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
takais rauhoit,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
rauhoit ja,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ja rahoit,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
rahoit koulu,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
koulu sil,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
sil koulutus,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
kilpailukyky ykkösnyrk,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ykkösnyrk suomalain,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
suomalain työ,2,0,0,0,0,0,0,0.47205054999834195,0.7313313765429582,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.4706991160842901
palautettav kunia,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
voi ulkoist,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ulkoist kaik,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
työtä ulkom,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
elintarviketeollisuus,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
suomalain elintarviketeollisuus,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
elintarviketeollisuus maatalous,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ruokakaup,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ja ruokakaup,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
ruokakaup ova,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
sydän nämä,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
asia pitä,1,0,0,0,1,0,0,0.5653252356515109,0.5670297407042129,0.471663263683927,0.47429352054303964,0.47318972213468247,0.47338367184447067,0.4706991160842901
saada takais,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
takais elinvoimais,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
elinvoimais m,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
m näitä,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
asio halua,2,0,2,0,0,1,0,0.39125400802515276,0.6904273882705895,0.3897742061352295,0.39979182645404326,0.520399556062151,0.7223773876934756,0.3861334376634987
löytym,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
palveluraken,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
koulutuspoliittis,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
tasapainottam soteratkaisu,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
soteratkaisu löytym,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
löytym palveluraken,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
palveluraken kehittäm,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
kehittäm turvallisuut,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
turvallisuut koulutuspoliittis,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
koulutuspoliittis asio,0,0,0,0,1,0,0,0.5829477079246739,0.5,0.5,0.5,0.5,0.5,0.5
puollust,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
puollust hyvinvointivaltio,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
mahdollis hyvä,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.596000271589233,0.5
elvytysohjelm,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
talous turvallisuus,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
turvallisuus elvytysohjelm,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
elvytysohjelm työperäin,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
innovaatiopoltiik,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
kierrätys,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
maahanmuuttopolitiik rakenteellis,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
rakenteellis muutoks,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
muutoks hyvinvointiyhteiskun,1,0,0,0,0,0,0,0.5,0.5844194629037044,0.5,0.5,0.5,0.5,0.5
